rep,algo,x,y,section,dur
42,stock,16,32,kernel,2.519040e-04
42,v1,16,32,total,1.959712e-03
42,v1,16,32,kernel,4.300800e-04
42,stock,32,32,total,2.037792e-03
42,stock,32,32,kernel,2.641920e-04
42,v1,32,32,total,1.960480e-03
42,v1,32,32,kernel,4.270080e-04
43,cpu,,,total,2.287892e-01
43,stock,8,4,total,2.033952e-03
43,stock,8,4,kernel,2.570240e-04
43,v1,8,4,total,2.051712e-03
43,v1,8,4,kernel,4.362240e-04
43,stock,8,8,total,4.103008e-03
43,stock,8,8,kernel,2.529280e-04
43,v1,8,8,total,4.062496e-03
43,v1,8,8,kernel,4.372480e-04
43,stock,8,16,total,2.027264e-03
43,stock,8,16,kernel,2.529280e-04
43,v1,8,16,total,1.969824e-03
43,v1,8,16,kernel,4.392960e-04
43,stock,16,16,total,5.115136e-03
43,stock,16,16,kernel,2.529280e-04
43,v1,16,16,total,4.695904e-03
43,v1,16,16,kernel,4.341760e-04
43,stock,24,24,total,2.126688e-03
43,stock,24,24,kernel,2.672640e-04
43,v1,24,24,total,1.970720e-03
43,v1,24,24,kernel,4.372480e-04
43,stock,16,32,total,3.798048e-03
43,stock,16,32,kernel,2.519040e-04
43,v1,16,32,total,1.968448e-03
43,v1,16,32,kernel,4.300800e-04
43,stock,32,32,total,4.068416e-03
43,stock,32,32,kernel,2.641920e-04
43,v1,32,32,total,1.956992e-03
43,v1,32,32,kernel,4.270080e-04
44,cpu,,,total,2.290590e-01
44,stock,8,4,total,2.046368e-03
44,stock,8,4,kernel,2.570240e-04
44,v1,8,4,total,2.553568e-03
44,v1,8,4,kernel,4.372480e-04
44,stock,8,8,total,2.032352e-03
44,stock,8,8,kernel,2.519040e-04
44,v1,8,8,total,1.968480e-03
44,v1,8,8,kernel,4.382720e-04
44,stock,8,16,total,3.840192e-03
44,stock,8,16,kernel,2.529280e-04
44,v1,8,16,total,1.978240e-03
44,v1,8,16,kernel,4.382400e-04
44,stock,16,16,total,3.507168e-03
44,stock,16,16,kernel,2.508480e-04
44,v1,16,16,total,1.961248e-03
44,v1,16,16,kernel,4.311040e-04
44,stock,24,24,total,2.046464e-03
44,stock,24,24,kernel,2.641920e-04
44,v1,24,24,total,3.700224e-03
44,v1,24,24,kernel,4.392960e-04
44,stock,16,32,total,2.031744e-03
44,stock,16,32,kernel,2.590720e-04
44,v1,16,32,total,1.949568e-03
44,v1,16,32,kernel,4.290560e-04
44,stock,32,32,total,2.037696e-03
44,stock,32,32,kernel,2.631680e-04
44,v1,32,32,total,5.069152e-03
44,v1,32,32,kernel,4.270080e-04
45,cpu,,,total,2.308467e-01
45,stock,8,4,total,2.087584e-03
45,stock,8,4,kernel,2.580160e-04
45,v1,8,4,total,4.747328e-03
45,v1,8,4,kernel,4.362240e-04
45,stock,8,8,total,2.040288e-03
45,stock,8,8,kernel,2.539520e-04
45,v1,8,8,total,2.762880e-03
45,v1,8,8,kernel,4.403200e-04
45,stock,8,16,total,2.017888e-03
45,stock,8,16,kernel,2.529280e-04
45,v1,8,16,total,1.954880e-03
45,v1,8,16,kernel,4.403200e-04
45,stock,16,16,total,4.141632e-03
45,stock,16,16,kernel,2.519040e-04
45,v1,16,16,total,3.748384e-03
45,v1,16,16,kernel,4.321280e-04
45,stock,24,24,total,2.034464e-03
45,stock,24,24,kernel,2.662400e-04
45,v1,24,24,total,1.980128e-03
45,v1,24,24,kernel,4.392960e-04
45,stock,16,32,total,5.060896e-03
45,stock,16,32,kernel,2.519040e-04
45,v1,16,32,total,1.974112e-03
45,v1,16,32,kernel,4.311040e-04
45,stock,32,32,total,5.024768e-03
45,stock,32,32,kernel,2.631680e-04
45,v1,32,32,total,1.983808e-03
45,v1,32,32,kernel,4.280320e-04
46,cpu,,,total,2.288326e-01
46,stock,8,4,total,7.910080e-03
46,stock,8,4,kernel,2.570240e-04
46,v1,8,4,total,2.505344e-03
46,v1,8,4,kernel,4.372480e-04
46,stock,8,8,total,7.247872e-03
46,stock,8,8,kernel,2.529280e-04
46,v1,8,8,total,4.020864e-03
46,v1,8,8,kernel,4.392960e-04
46,stock,8,16,total,2.028352e-03
46,stock,8,16,kernel,2.528960e-04
46,v1,8,16,total,3.308896e-03
46,v1,8,16,kernel,4.382720e-04
46,stock,16,16,total,2.031296e-03
46,stock,16,16,kernel,2.508800e-04
46,v1,16,16,total,1.971136e-03
46,v1,16,16,kernel,4.341760e-04
46,stock,24,24,total,4.573376e-03
46,stock,24,24,kernel,2.652160e-04
46,v1,24,24,total,1.992672e-03
46,v1,24,24,kernel,4.382720e-04
46,stock,16,32,total,4.836480e-03
46,stock,16,32,kernel,2.508800e-04
46,v1,16,32,total,1.972128e-03
46,v1,16,32,kernel,4.300800e-04
46,stock,32,32,total,4.101120e-03
46,stock,32,32,kernel,2.641920e-04
46,v1,32,32,total,4.502784e-03
46,v1,32,32,kernel,4.280320e-04
47,cpu,,,total,2.278534e-01
47,stock,8,4,total,5.789024e-03
47,stock,8,4,kernel,2.570240e-04
47,v1,8,4,total,5.491296e-03
47,v1,8,4,kernel,4.403200e-04
47,stock,8,8,total,2.018208e-03
47,stock,8,8,kernel,2.519040e-04
47,v1,8,8,total,3.643520e-03
47,v1,8,8,kernel,4.402880e-04
47,stock,8,16,total,2.048160e-03
47,stock,8,16,kernel,2.529280e-04
47,v1,8,16,total,1.970912e-03
47,v1,8,16,kernel,4.372480e-04
47,stock,16,16,total,2.049088e-03
47,stock,16,16,kernel,2.508800e-04
47,v1,16,16,total,1.965216e-03
47,v1,16,16,kernel,4.321280e-04
47,stock,24,24,total,4.675744e-03
47,stock,24,24,kernel,2.611200e-04
47,v1,24,24,total,1.978944e-03
47,v1,24,24,kernel,4.382720e-04
47,stock,16,32,total,2.687488e-03
47,stock,16,32,kernel,2.508800e-04
47,v1,16,32,total,1.962592e-03
47,v1,16,32,kernel,4.434240e-04
47,stock,32,32,total,2.041824e-03
47,stock,32,32,kernel,2.641920e-04
47,v1,32,32,total,4.942944e-03
47,v1,32,32,kernel,4.280320e-04
48,cpu,,,total,2.297678e-01
48,stock,8,4,total,2.038624e-03
48,stock,8,4,kernel,2.570240e-04
48,v1,8,4,total,3.767168e-03
48,v1,8,4,kernel,4.352000e-04
48,stock,8,8,total,4.922624e-03
48,stock,8,8,kernel,2.529280e-04
48,v1,8,8,total,1.989952e-03
48,v1,8,8,kernel,4.403200e-04
48,stock,8,16,total,2.060000e-03
48,stock,8,16,kernel,2.529280e-04
48,v1,8,16,total,1.969888e-03
48,v1,8,16,kernel,4.403200e-04
48,stock,16,16,total,2.024416e-03
48,stock,16,16,kernel,2.508800e-04
48,v1,16,16,total,1.959904e-03
48,v1,16,16,kernel,4.321280e-04
48,stock,24,24,total,3.801536e-03
48,stock,24,24,kernel,2.652160e-04
48,v1,24,24,total,1.962752e-03
48,v1,24,24,kernel,4.392960e-04
48,stock,16,32,total,2.057760e-03
48,stock,16,32,kernel,2.529280e-04
48,v1,16,32,total,4.926272e-03
48,v1,16,32,kernel,4.300800e-04
48,stock,32,32,total,3.849088e-03
48,stock,32,32,kernel,2.631680e-04
48,v1,32,32,total,1.974432e-03
48,v1,32,32,kernel,4.280320e-04
49,cpu,,,total,2.293590e-01
49,stock,8,4,total,2.062400e-03
49,stock,8,4,kernel,2.570240e-04
49,v1,8,4,total,5.450336e-03
49,v1,8,4,kernel,4.372160e-04
49,stock,8,8,total,2.039840e-03
49,stock,8,8,kernel,2.529280e-04
49,v1,8,8,total,1.969984e-03
49,v1,8,8,kernel,4.382720e-04
49,stock,8,16,total,3.504256e-03
49,stock,8,16,kernel,2.529280e-04
49,v1,8,16,total,2.015232e-03
49,v1,8,16,kernel,4.392960e-04
49,stock,16,16,total,2.018272e-03
49,stock,16,16,kernel,2.519040e-04
49,v1,16,16,total,1.951360e-03
49,v1,16,16,kernel,4.331520e-04
49,stock,24,24,total,2.018496e-03
49,stock,24,24,kernel,2.621440e-04
49,v1,24,24,total,1.956992e-03
49,v1,24,24,kernel,4.382720e-04
49,stock,16,32,total,2.036672e-03
49,stock,16,32,kernel,2.508800e-04
49,v1,16,32,total,4.924352e-03
49,v1,16,32,kernel,4.444160e-04
49,stock,32,32,total,2.051584e-03
49,stock,32,32,kernel,2.641920e-04
49,v1,32,32,total,1.949280e-03
49,v1,32,32,kernel,4.290560e-04
50,cpu,,,total,2.278491e-01
50,stock,8,4,total,3.987552e-03
50,stock,8,4,kernel,2.570240e-04
50,v1,8,4,total,1.974336e-03
50,v1,8,4,kernel,4.362240e-04
50,stock,8,8,total,2.031200e-03
50,stock,8,8,kernel,2.519040e-04
50,v1,8,8,total,4.095744e-03
50,v1,8,8,kernel,4.433920e-04
50,stock,8,16,total,2.014720e-03
50,stock,8,16,kernel,2.519040e-04
50,v1,8,16,total,3.711168e-03
50,v1,8,16,kernel,4.392960e-04
50,stock,16,16,total,2.028960e-03
50,stock,16,16,kernel,2.508800e-04
50,v1,16,16,total,5.615680e-03
50,v1,16,16,kernel,4.352000e-04
50,stock,24,24,total,3.124000e-03
50,stock,24,24,kernel,2.621440e-04
50,v1,24,24,total,1.965600e-03
50,v1,24,24,kernel,4.382720e-04
50,stock,16,32,total,2.025280e-03
50,stock,16,32,kernel,2.518720e-04
50,v1,16,32,total,2.129504e-03
50,v1,16,32,kernel,4.300800e-04
50,stock,32,32,total,3.735616e-03
50,stock,32,32,kernel,2.631680e-04
50,v1,32,32,total,1.973184e-03
50,v1,32,32,kernel,4.280320e-04
51,cpu,,,total,2.273686e-01
51,stock,8,4,total,3.206464e-03
51,stock,8,4,kernel,2.570560e-04
51,v1,8,4,total,4.350336e-03
51,v1,8,4,kernel,4.362240e-04
51,stock,8,8,total,2.035328e-03
51,stock,8,8,kernel,2.529280e-04
51,v1,8,8,total,1.963136e-03
51,v1,8,8,kernel,4.413440e-04
51,stock,8,16,total,4.338656e-03
51,stock,8,16,kernel,2.529280e-04
51,v1,8,16,total,5.049216e-03
51,v1,8,16,kernel,4.382720e-04
51,stock,16,16,total,2.016096e-03
51,stock,16,16,kernel,2.498560e-04
51,v1,16,16,total,1.975072e-03
51,v1,16,16,kernel,4.475200e-04
51,stock,24,24,total,4.833760e-03
51,stock,24,24,kernel,2.641920e-04
51,v1,24,24,total,6.237856e-03
51,v1,24,24,kernel,4.321280e-04
51,stock,16,32,total,2.018144e-03
51,stock,16,32,kernel,2.519040e-04
51,v1,16,32,total,2.003296e-03
51,v1,16,32,kernel,4.300800e-04
51,stock,32,32,total,2.044704e-03
51,stock,32,32,kernel,2.631680e-04
51,v1,32,32,total,4.271264e-03
51,v1,32,32,kernel,4.280000e-04
52,cpu,,,total,2.290762e-01
52,stock,8,4,total,3.455712e-03
52,stock,8,4,kernel,2.570240e-04
52,v1,8,4,total,1.960640e-03
52,v1,8,4,kernel,4.362560e-04
52,stock,8,8,total,2.021888e-03
52,stock,8,8,kernel,2.539520e-04
52,v1,8,8,total,1.957408e-03
52,v1,8,8,kernel,4.403200e-04
52,stock,8,16,total,2.004640e-03
52,stock,8,16,kernel,2.519040e-04
52,v1,8,16,total,1.958848e-03
52,v1,8,16,kernel,4.372480e-04
52,stock,16,16,total,2.008096e-03
52,stock,16,16,kernel,2.508800e-04
52,v1,16,16,total,4.153664e-03
52,v1,16,16,kernel,4.341760e-04
52,stock,24,24,total,2.024448e-03
52,stock,24,24,kernel,2.652160e-04
52,v1,24,24,total,1.960288e-03
52,v1,24,24,kernel,4.382720e-04
52,stock,16,32,total,1.996672e-03
52,stock,16,32,kernel,2.508800e-04
52,v1,16,32,total,1.953792e-03
52,v1,16,32,kernel,4.290560e-04
52,stock,32,32,total,7.985120e-03
52,stock,32,32,kernel,2.641920e-04
52,v1,32,32,total,1.959744e-03
52,v1,32,32,kernel,4.270080e-04
53,cpu,,,total,2.288761e-01
53,stock,8,4,total,5.650016e-03
53,stock,8,4,kernel,2.569920e-04
53,v1,8,4,total,4.865248e-03
53,v1,8,4,kernel,4.362240e-04
53,stock,8,8,total,2.042400e-03
53,stock,8,8,kernel,2.519040e-04
53,v1,8,8,total,2.784224e-03
53,v1,8,8,kernel,4.413440e-04
53,stock,8,16,total,2.026720e-03
53,stock,8,16,kernel,2.529280e-04
53,v1,8,16,total,2.016448e-03
53,v1,8,16,kernel,4.382720e-04
53,stock,16,16,total,4.035296e-03
53,stock,16,16,kernel,2.508800e-04
53,v1,16,16,total,4.486144e-03
53,v1,16,16,kernel,4.341760e-04
53,stock,24,24,total,2.035840e-03
53,stock,24,24,kernel,2.652160e-04
53,v1,24,24,total,2.002016e-03
53,v1,24,24,kernel,4.331200e-04
53,stock,16,32,total,2.038592e-03
53,stock,16,32,kernel,2.508800e-04
53,v1,16,32,total,1.958848e-03
53,v1,16,32,kernel,4.290880e-04
53,stock,32,32,total,4.373120e-03
53,stock,32,32,kernel,2.641920e-04
53,v1,32,32,total,1.998240e-03
53,v1,32,32,kernel,4.280320e-04
54,cpu,,,total,2.278732e-01
54,stock,8,4,total,2.058080e-03
54,stock,8,4,kernel,2.560000e-04
54,v1,8,4,total,4.998144e-03
54,v1,8,4,kernel,4.372480e-04
54,stock,8,8,total,2.027040e-03
54,stock,8,8,kernel,2.529280e-04
54,v1,8,8,total,1.977728e-03
54,v1,8,8,kernel,4.403200e-04
54,stock,8,16,total,3.720224e-03
54,stock,8,16,kernel,2.529280e-04
54,v1,8,16,total,4.941600e-03
54,v1,8,16,kernel,4.392320e-04
54,stock,16,16,total,2.018592e-03
54,stock,16,16,kernel,2.498560e-04
54,v1,16,16,total,1.947552e-03
54,v1,16,16,kernel,4.311040e-04
54,stock,24,24,total,4.560864e-03
54,stock,24,24,kernel,2.652160e-04
54,v1,24,24,total,4.302080e-03
54,v1,24,24,kernel,4.372480e-04
54,stock,16,32,total,2.032480e-03
54,stock,16,32,kernel,2.519040e-04
54,v1,16,32,total,1.973216e-03
54,v1,16,32,kernel,4.300800e-04
54,stock,32,32,total,4.067264e-03
54,stock,32,32,kernel,2.631680e-04
54,v1,32,32,total,1.961824e-03
54,v1,32,32,kernel,4.270080e-04
55,cpu,,,total,2.283545e-01
55,stock,8,4,total,2.057216e-03
55,stock,8,4,kernel,2.570240e-04
55,v1,8,4,total,3.597504e-03
55,v1,8,4,kernel,4.372160e-04
55,stock,8,8,total,2.024128e-03
55,stock,8,8,kernel,2.519040e-04
55,v1,8,8,total,4.854368e-03
55,v1,8,8,kernel,4.403200e-04
55,stock,8,16,total,2.047968e-03
55,stock,8,16,kernel,2.529280e-04
55,v1,8,16,total,1.971584e-03
55,v1,8,16,kernel,4.382720e-04
55,stock,16,16,total,2.014176e-03
55,stock,16,16,kernel,2.498560e-04
55,v1,16,16,total,1.964192e-03
55,v1,16,16,kernel,4.341760e-04
55,stock,24,24,total,6.022208e-03
55,stock,24,24,kernel,2.652160e-04
55,v1,24,24,total,1.986048e-03
55,v1,24,24,kernel,4.321280e-04
55,stock,16,32,total,4.130112e-03
55,stock,16,32,kernel,2.519040e-04
55,v1,16,32,total,4.670944e-03
55,v1,16,32,kernel,4.290560e-04
55,stock,32,32,total,2.041024e-03
55,stock,32,32,kernel,2.641920e-04
55,v1,32,32,total,1.953632e-03
55,v1,32,32,kernel,4.270080e-04
56,cpu,,,total,2.258722e-01
56,stock,8,4,total,2.042144e-03
56,stock,8,4,kernel,2.570240e-04
56,v1,8,4,total,5.327488e-03
56,v1,8,4,kernel,4.382720e-04
56,stock,8,8,total,2.030752e-03
56,stock,8,8,kernel,2.529280e-04
56,v1,8,8,total,4.227456e-03
56,v1,8,8,kernel,4.392960e-04
56,stock,8,16,total,2.065760e-03
56,stock,8,16,kernel,2.529280e-04
56,v1,8,16,total,4.250144e-03
56,v1,8,16,kernel,4.392960e-04
56,stock,16,16,total,2.030976e-03
56,stock,16,16,kernel,2.508800e-04
56,v1,16,16,total,2.016800e-03
56,v1,16,16,kernel,4.331520e-04
56,stock,24,24,total,2.901376e-03
56,stock,24,24,kernel,2.652160e-04
56,v1,24,24,total,1.991808e-03
56,v1,24,24,kernel,4.383040e-04
56,stock,16,32,total,3.856128e-03
56,stock,16,32,kernel,2.519040e-04
56,v1,16,32,total,1.953440e-03
56,v1,16,32,kernel,4.300480e-04
56,stock,32,32,total,3.763840e-03
56,stock,32,32,kernel,2.631680e-04
56,v1,32,32,total,1.984928e-03
56,v1,32,32,kernel,4.290560e-04
57,cpu,,,total,2.289436e-01
57,stock,8,4,total,2.034912e-03
57,stock,8,4,kernel,2.570240e-04
57,v1,8,4,total,4.332832e-03
57,v1,8,4,kernel,4.372480e-04
57,stock,8,8,total,2.022144e-03
57,stock,8,8,kernel,2.519040e-04
57,v1,8,8,total,4.545696e-03
57,v1,8,8,kernel,4.444160e-04
57,stock,8,16,total,2.057824e-03
57,stock,8,16,kernel,2.529280e-04
57,v1,8,16,total,3.885152e-03
57,v1,8,16,kernel,4.382400e-04
57,stock,16,16,total,2.044224e-03
57,stock,16,16,kernel,2.498560e-04
57,v1,16,16,total,1.949344e-03
57,v1,16,16,kernel,4.321280e-04
57,stock,24,24,total,2.458816e-03
57,stock,24,24,kernel,2.641920e-04
57,v1,24,24,total,1.975712e-03
57,v1,24,24,kernel,4.382720e-04
57,stock,16,32,total,4.563232e-03
57,stock,16,32,kernel,2.509120e-04
57,v1,16,32,total,1.976352e-03
57,v1,16,32,kernel,4.311040e-04
57,stock,32,32,total,2.018272e-03
57,stock,32,32,kernel,2.621440e-04
57,v1,32,32,total,1.949280e-03
57,v1,32,32,kernel,4.270080e-04
58,cpu,,,total,2.278731e-01
58,stock,8,4,total,2.048224e-03
58,stock,8,4,kernel,2.570240e-04
58,v1,8,4,total,5.332576e-03
58,v1,8,4,kernel,4.372480e-04
58,stock,8,8,total,2.032896e-03
58,stock,8,8,kernel,2.529280e-04
58,v1,8,8,total,1.975040e-03
58,v1,8,8,kernel,4.382720e-04
58,stock,8,16,total,2.008512e-03
58,stock,8,16,kernel,2.529280e-04
58,v1,8,16,total,8.355328e-03
58,v1,8,16,kernel,4.403200e-04
58,stock,16,16,total,5.598208e-03
58,stock,16,16,kernel,2.539520e-04
58,v1,16,16,total,1.973088e-03
58,v1,16,16,kernel,4.341760e-04
58,stock,24,24,total,4.274432e-03
58,stock,24,24,kernel,2.652160e-04
58,v1,24,24,total,2.001088e-03
58,v1,24,24,kernel,4.321280e-04
58,stock,16,32,total,4.052896e-03
58,stock,16,32,kernel,2.508800e-04
58,v1,16,32,total,1.965888e-03
58,v1,16,32,kernel,4.300800e-04
58,stock,32,32,total,3.830176e-03
58,stock,32,32,kernel,2.631680e-04
58,v1,32,32,total,1.962656e-03
58,v1,32,32,kernel,4.280320e-04
59,cpu,,,total,2.273678e-01
59,stock,8,4,total,5.085952e-03
59,stock,8,4,kernel,2.580160e-04
59,v1,8,4,total,3.071680e-03
59,v1,8,4,kernel,4.361920e-04
59,stock,8,8,total,2.012352e-03
59,stock,8,8,kernel,2.529280e-04
59,v1,8,8,total,4.284576e-03
59,v1,8,8,kernel,4.392960e-04
59,stock,8,16,total,6.920256e-03
59,stock,8,16,kernel,2.529280e-04
59,v1,8,16,total,1.964224e-03
59,v1,8,16,kernel,4.372480e-04
59,stock,16,16,total,4.794464e-03
59,stock,16,16,kernel,2.498560e-04
59,v1,16,16,total,1.989312e-03
59,v1,16,16,kernel,4.321280e-04
59,stock,24,24,total,2.037344e-03
59,stock,24,24,kernel,2.652160e-04
59,v1,24,24,total,3.262464e-03
59,v1,24,24,kernel,4.331520e-04
59,stock,16,32,total,2.012960e-03
59,stock,16,32,kernel,2.508800e-04
59,v1,16,32,total,3.501952e-03
59,v1,16,32,kernel,4.300800e-04
59,stock,32,32,total,2.041920e-03
59,stock,32,32,kernel,2.641920e-04
59,v1,32,32,total,1.943648e-03
59,v1,32,32,kernel,4.270080e-04
60,cpu,,,total,2.296946e-01
60,stock,8,4,total,3.280032e-03
60,stock,8,4,kernel,2.570240e-04
60,v1,8,4,total,1.960640e-03
60,v1,8,4,kernel,4.362240e-04
60,stock,8,8,total,4.836192e-03
60,stock,8,8,kernel,2.529280e-04
60,v1,8,8,total,1.995680e-03
60,v1,8,8,kernel,4.403200e-04
60,stock,8,16,total,5.023360e-03
60,stock,8,16,kernel,2.529280e-04
60,v1,8,16,total,1.984448e-03
60,v1,8,16,kernel,4.392960e-04
60,stock,16,16,total,1.992352e-03
60,stock,16,16,kernel,2.508800e-04
60,v1,16,16,total,2.860000e-03
60,v1,16,16,kernel,4.372480e-04
60,stock,24,24,total,2.016704e-03
60,stock,24,24,kernel,2.641920e-04
60,v1,24,24,total,3.102368e-03
60,v1,24,24,kernel,4.392960e-04
60,stock,16,32,total,2.035520e-03
60,stock,16,32,kernel,2.519040e-04
60,v1,16,32,total,3.713056e-03
60,v1,16,32,kernel,4.300800e-04
60,stock,32,32,total,2.083232e-03
60,stock,32,32,kernel,2.641920e-04
60,v1,32,32,total,4.619008e-03
60,v1,32,32,kernel,4.270080e-04
61,cpu,,,total,2.296972e-01
61,stock,8,4,total,2.979712e-03
61,stock,8,4,kernel,2.580480e-04
61,v1,8,4,total,4.560320e-03
61,v1,8,4,kernel,4.362240e-04
61,stock,8,8,total,2.059552e-03
61,stock,8,8,kernel,2.519040e-04
61,v1,8,8,total,1.981312e-03
61,v1,8,8,kernel,4.382720e-04
61,stock,8,16,total,2.024896e-03
61,stock,8,16,kernel,2.519040e-04
61,v1,8,16,total,1.965408e-03
61,v1,8,16,kernel,4.382720e-04
61,stock,16,16,total,2.020512e-03
61,stock,16,16,kernel,2.498560e-04
61,v1,16,16,total,4.981280e-03
61,v1,16,16,kernel,4.341760e-04
61,stock,24,24,total,4.535520e-03
61,stock,24,24,kernel,2.631680e-04
61,v1,24,24,total,4.727072e-03
61,v1,24,24,kernel,4.382720e-04
61,stock,16,32,total,2.018112e-03
61,stock,16,32,kernel,2.508800e-04
61,v1,16,32,total,2.855648e-03
61,v1,16,32,kernel,4.300800e-04
61,stock,32,32,total,4.809344e-03
61,stock,32,32,kernel,2.641920e-04
61,v1,32,32,total,4.219072e-03
61,v1,32,32,kernel,4.280320e-04
62,cpu,,,total,2.273396e-01
62,stock,8,4,total,2.047072e-03
62,stock,8,4,kernel,2.570240e-04
62,v1,8,4,total,1.967680e-03
62,v1,8,4,kernel,4.362240e-04
62,stock,8,8,total,4.954528e-03
62,stock,8,8,kernel,2.529280e-04
62,v1,8,8,total,4.883008e-03
62,v1,8,8,kernel,4.382720e-04
62,stock,8,16,total,2.032256e-03
62,stock,8,16,kernel,2.529280e-04
62,v1,8,16,total,1.997728e-03
62,v1,8,16,kernel,4.382720e-04
62,stock,16,16,total,5.364128e-03
62,stock,16,16,kernel,2.508800e-04
62,v1,16,16,total,1.960096e-03
62,v1,16,16,kernel,4.331520e-04
62,stock,24,24,total,2.094176e-03
62,stock,24,24,kernel,2.631680e-04
62,v1,24,24,total,1.957440e-03
62,v1,24,24,kernel,4.382720e-04
62,stock,16,32,total,4.306656e-03
62,stock,16,32,kernel,2.519040e-04
62,v1,16,32,total,1.978176e-03
62,v1,16,32,kernel,4.311040e-04
62,stock,32,32,total,4.030912e-03
62,stock,32,32,kernel,2.631680e-04
62,v1,32,32,total,4.365376e-03
62,v1,32,32,kernel,4.270080e-04
63,cpu,,,total,2.508731e-01
63,stock,8,4,total,2.252480e-03
63,stock,8,4,kernel,2.580480e-04
63,v1,8,4,total,2.079840e-03
63,v1,8,4,kernel,4.372480e-04
63,stock,8,8,total,3.736064e-03
63,stock,8,8,kernel,2.539520e-04
63,v1,8,8,total,4.289280e-03
63,v1,8,8,kernel,4.403200e-04
63,stock,8,16,total,3.703968e-03
63,stock,8,16,kernel,2.529280e-04
63,v1,8,16,total,2.004256e-03
63,v1,8,16,kernel,4.392960e-04
63,stock,16,16,total,2.100448e-03
63,stock,16,16,kernel,2.498560e-04
63,v1,16,16,total,1.960128e-03
63,v1,16,16,kernel,4.352000e-04
63,stock,24,24,total,2.061024e-03
63,stock,24,24,kernel,2.641920e-04
63,v1,24,24,total,3.413056e-03
63,v1,24,24,kernel,4.321280e-04
63,stock,16,32,total,2.131968e-03
63,stock,16,32,kernel,2.519040e-04
63,v1,16,32,total,1.968512e-03
63,v1,16,32,kernel,4.290560e-04
63,stock,32,32,total,4.949088e-03
63,stock,32,32,kernel,2.631680e-04
63,v1,32,32,total,3.815040e-03
63,v1,32,32,kernel,4.280320e-04
